Company_Names,Jobs,Salery,Location,Industry,About,Review,Rating
Extinct Fire Engineers,6,321, Mumbai ,Industrial Machinery,Industrial Machinery | Mumbai +14 other locations,111,3.3
Huber Suhner Electronics,1,512, Gurugram ,Electrical Equipment,Electrical Equipment | Gurugram +6 other locations,111,3.9
Jocata Financial Advisory and Technology,--,945, Hyderabad ,Financial Services,Financial Services | Hyderabad +4 other locations,111,4.0
Phoenix Mecano,--,671, Pune ,Industrial Machinery,Industrial Machinery | Pune +8 other locations,111,3.2
Presto Stantest,2,351, Faridabad ,Industrial Machinery,Industrial Machinery | Faridabad +6 other locations,111,3.7
Nova Techset,6,606, Chennai ,Printing & Publishing,Printing & Publishing | Chennai +4 other locations,111,3.4
InfinityLabs,1,808, Noida ,IT Services & Consulting,IT Services & Consulting | Noida +11 other locations,111,2.2
Unique Enterprises,6,672, Mumbai ,Internet,Internet | Mumbai +20 other locations,111,4.1
Nalanda Learning Systems,--,257, Kolkata ,Education & Training,Education & Training | Kolkata +8 other locations,111,4.0
SAGE Automation,--,224, Pune ,Industrial Automation,Industrial Automation | Pune +1 other locations,111,3.2
Max Data Entry Services,--,15, Kolkata ,BPO,BPO | Kolkata +13 other locations,111,4.1
ERGOS,5,481, Bengaluru ,Internet,Internet | Bengaluru +20 other locations,112,3.4
Golcha Associated Group,13,406, Udaipur ,Metals & Mining,Metals & Mining | Udaipur +14 other locations,111,3.5
L&T SuFin,--,334, Mumbai ,Internet,Internet | Mumbai +37 other locations,111,2.1
Gar Corporation,--,548, Hyderabad ,Real Estate,Real Estate | Hyderabad +2 other locations,111,3.3
Outscale Partners,33,303,N/A,N/A,Gurugram +4 other locations,138,3.8
NICE Actimize,--,644, Pune ,IT Services & Consulting,IT Services & Consulting | Pune +2 other locations,115,2.9
Teqfocus Consulting,6,668, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +6 other locations,111,3.8
Relevel,--,503,N/A,N/A,Bengaluru +8 other locations,111,4.4
Bnk Power Solution,3,372, Nagpur ,Power,Power | Nagpur +28 other locations,111,3.5
Sembcorp Marine,--,248, Singapore ,Industrial Machinery,Industrial Machinery | Singapore +10 other locations,110,3.7
Rotodyne Industries,--,304, Hyderabad ,Industrial Machinery,Industrial Machinery | Hyderabad +10 other locations,110,4.2
Varian Medical Systems,--,788, Pune ,Medical Equipment,Medical Equipment | Pune +7 other locations,110,3.8
Plr Projects,--,393, Hyderabad ,Engineering & Construction,Engineering & Construction | Hyderabad +22 other locations,110,3.7
Das Writing Services,16,188, Kolkata ,Internet,Internet | Kolkata +2 other locations,110,4.3
M.B.A Consulting India,1,396, Noida ,Financial Services,Financial Services | Noida +10 other locations,110,4.3
Nijji Healthcare,--,204, Kolkata ,BPO,BPO | Kolkata +18 other locations,110,3.5
TROPICAL AGROSYSTEM (I),11,312, Chennai ,Agro Chemicals,Agro Chemicals | Chennai +35 other locations,112,3.0
Softura,25,783, Chennai ,Software Product,Software Product | Chennai +3 other locations,111,4.1
Assurance Intl Limited,41,273, Gurugram ,Auto Components,Auto Components | Gurugram +23 other locations,110,2.4
Logelite,5,100, Lucknow ,Software Product,Software Product | Lucknow +3 other locations,110,3.6
Agile Capital Services,--,66,N/A,N/A,New Delhi +14 other locations,110,3.9
Xitadel CAE Technologies,4,439, Bengaluru ,Analytics & KPO,Analytics & KPO | Bengaluru +4 other locations,111,3.3
Felix Generics,--,542, Indore ,Pharma,Pharma | Indore +8 other locations,110,4.0
Gulbrandsen Technologies,--,375, Bharuch ,Pharma,Pharma | Bharuch +4 other locations,110,2.9
Maven Wave Partners,5,494, Gurugram ,IT Services & Consulting,IT Services & Consulting | Gurugram +4 other locations,110,4.0
CredFlow,5,415, New Delhi ,Internet,Internet | New Delhi +4 other locations,110,3.9
RED CHIEF,--,298, Kanpur ,Retail,Retail | Kanpur +40 other locations,113,3.7
Optimus Pharma,--,574, Hyderabad ,Pharma,Pharma | Hyderabad +4 other locations,110,3.6
Aashman Foundation,--,149,N/A,N/A,New Delhi +15 other locations,110,3.5
iB Arts,1,167, Kolkata ,IT Services & Consulting,IT Services & Consulting | Kolkata +2 other locations,110,3.9
Clarks Inn Group of Hotels,9,336, New Delhi ,Hospitality,Hospitality | New Delhi +37 other locations,110,3.9
Indian Red Cross Society,--,276, Ahmedabad ,Non-Profit,Non-Profit | Ahmedabad +59 other locations,110,3.2
Stanley Engineered Fastening,--,554, Chennai ,Industrial Machinery,Industrial Machinery | Chennai +9 other locations,110,3.6
Modern Construction Company,--,424, New Delhi ,Engineering & Construction,Engineering & Construction | New Delhi +23 other locations,110,3.9
Star Agriwarehousing and Collateral Management,--,393, Mumbai ,Agriculture,Agriculture | Mumbai +33 other locations,110,4.2
Rkec Project,--,437, Visakhapatnam ,Real Estate,Real Estate | Visakhapatnam +17 other locations,110,3.6
Omni Net Technologies,1,347, Lucknow ,IT Services & Consulting,IT Services & Consulting | Lucknow +6 other locations,110,4.2
Jawaharlal Nehru University,--,509, New Delhi ,Education & Training,Education & Training | New Delhi +12 other locations,110,4.4
Grew Energy,10,370, Jaipur ,Power,Power | Jaipur +13 other locations,111,3.6
Husky Injection Molding Systems,8,518, Chennai ,Industrial Machinery,Industrial Machinery | Chennai +7 other locations,110,4.4
BBD University,7,286, Lucknow ,Financial Services,Financial Services | Lucknow +3 other locations,110,4.6
Sofitel Luxury Hotel,--,343, Mumbai ,Hospitality,Hospitality | Mumbai +11 other locations,110,3.6
Imdaad,--,171, Dubai ,Facility Management Services,Facility Management Services | Dubai +8 other locations,110,3.6
Shindengen,1,577, Bengaluru ,Semiconductors,Semiconductors | Bengaluru +4 other locations,110,3.6
N R Agarwal Industries,--,448, Vapi ,Pulp & Paper,Pulp & Paper | Vapi +6 other locations,110,3.9
Oswal Infrastructure,--,441, Ahmedabad ,Real Estate,Real Estate | Ahmedabad +11 other locations,110,4.2
Autocal Solutions,--,382, Mumbai ,Clinical Research,Clinical Research | Mumbai +15 other locations,110,3.5
Agrim Housing Finance,--,224, Mumbai ,Financial Services,Financial Services | Mumbai +16 other locations,110,3.9
Stemz Healthcare,--,512, Gurugram ,Healthcare,Healthcare | Gurugram +9 other locations,110,3.8
SOGEFI ENGINE SYSTEMS INDIA,--,560, Gurugram ,Auto Components,Auto Components | Gurugram +5 other locations,110,3.5
TELUS Health,--,629, Gurugram ,Recruitment,Recruitment | Gurugram +4 other locations,110,3.4
Guru Amardass International,6,338, Noida ,Electronics Manufacturing,Electronics Manufacturing | Noida +8 other locations,110,3.2
Tag Corporation,--,656, Chennai ,Industrial Machinery,Industrial Machinery | Chennai +3 other locations,110,4.1
Wacker Metroark Chemicals,--,546, Kolkata ,Chemicals,Chemicals | Kolkata +9 other locations,110,4.3
Falcon Force,--,278, Gurugram ,IT Services & Consulting,IT Services & Consulting | Gurugram +6 other locations,110,4.1
Absolutelabs,8,130, Hyderabad ,IT Services & Consulting,IT Services & Consulting | Hyderabad +3 other locations,110,4.3
Nipro Medical,--,448, Hyderabad ,Healthcare,Healthcare | Hyderabad +33 other locations,110,3.9
Mangalore Refinery and Petrochemicals,--,617, Mangaluru ,Oil & Gas,Oil & Gas | Mangaluru +9 other locations,110,3.5
DTCC,186,1.1k, Chennai ,Financial Services,Financial Services | Chennai +5 other locations,110,3.7
Farbe Firma Private Limited,9,338, Ankleshwar ,Pharma,Pharma | Ankleshwar +3 other locations,110,4.0
Bridgenext,4,709, Pune ,IT Services & Consulting,IT Services & Consulting | Pune +1 other locations,110,3.5
T&T Group,8,356, Noida ,Real Estate,Real Estate | Noida +7 other locations,110,3.6
Melento,9,319,N/A,N/A,Bengaluru +1 other locations,110,4.2
Winsome Textile Industries,2,509, Baddi ,Fashion & Textile,Fashion & Textile | Baddi +8 other locations,110,2.6
TruckX Technologies,3,285, Pune ,IT Services & Consulting,IT Services & Consulting | Pune +5 other locations,110,3.9
ADG Online Solutions,4,531,N/A,N/A,New Delhi +6 other locations,110,3.5
RSP Design Consultants,--,616, Bengaluru ,Architecture & Interior Design,Architecture & Interior Design | Bengaluru +14 other locations,110,4.2
Cinntra Info Tech Solutions,4,373, Noida ,IT Services & Consulting,IT Services & Consulting | Noida +5 other locations,110,3.4
Anyone Home,--,624, Pune ,Internet,Internet | Pune +22 other locations,110,2.8
G Plast,23,526, Coimbatore ,Industrial Machinery,Industrial Machinery | Coimbatore +2 other locations,110,3.6
Finacus Solutions,--,694, Mumbai ,IT Services & Consulting,IT Services & Consulting | Mumbai +5 other locations,110,3.3
Velvex,--,95,N/A,N/A,Mumbai +32 other locations,111,3.2
Vinsys IT Services India Limited,8,637, Pune ,Education & Training,Education & Training | Pune +6 other locations,110,3.3
DentalKart,8,503, New Delhi ,Internet,Internet | New Delhi +10 other locations,110,4.9
Indogulf CropSciences,3,491, New Delhi ,Agro Chemicals,Agro Chemicals | New Delhi +16 other locations,110,2.9
22Nd Century Technologies,--,43, Chandigarh ,IT Services & Consulting,IT Services & Consulting | Chandigarh +3 other locations,110,3.9
CoinSwitch,13,823, Bengaluru ,Financial Services,Financial Services | Bengaluru +3 other locations,110,4.1
Ediglobe,--,83, Bengaluru ,EdTech,EdTech | Bengaluru +6 other locations,110,4.2
Emirates Global Aluminium,--,278, Dubai ,Metals & Mining,Metals & Mining | Dubai +6 other locations,110,4.5
Arco Lab,28,1.1k, Bengaluru ,Pharma,Pharma | Bengaluru +6 other locations,110,3.8
Supertron Electronics,1,379, Kolkata ,IT Services & Consulting,IT Services & Consulting | Kolkata +24 other locations,110,4.4
Engineering Projects,--,557, New Delhi ,Engineering & Construction,Engineering & Construction | New Delhi +27 other locations,110,3.5
The AEC Associates,2,191, Noida ,Architecture & Interior Design,Architecture & Interior Design | Noida +3 other locations,110,4.0
CDYMAX,2,613, Bengaluru ,Pharma,Pharma | Bengaluru +4 other locations,121,3.9
Lahori Zeera,--,239, Chandigarh ,Beverage,Beverage | Chandigarh +44 other locations,110,3.9
Indication Instruments,--,534, Faridabad ,Auto Components,Auto Components | Faridabad +3 other locations,110,3.8
Ediglobe,--,83, Bengaluru ,EdTech,EdTech | Bengaluru +6 other locations,110,3.6
Engineering Projects,--,557, New Delhi ,Engineering & Construction,Engineering & Construction | New Delhi +27 other locations,110,3.6
Autocop India,--,368, Pune ,Semiconductors,Semiconductors | Pune +26 other locations,109,4.2
Blue Dart Aviation,--,298, Chennai ,Aviation,Aviation | Chennai +17 other locations,109,3.6
Diagno Labs,--,316, Gurugram ,Healthcare,Healthcare | Gurugram +27 other locations,109,3.0
Nava Bharath Fertilizers,8,216, Hyderabad ,Agro Chemicals,Agro Chemicals | Hyderabad +36 other locations,109,3.3
K & J Project,11,416, Nagpur ,Engineering & Construction,Engineering & Construction | Nagpur +27 other locations,111,3.7
Sapphire International School,--,242, Noida ,Education & Training,Education & Training | Noida +6 other locations,109,4.0
Rtech Group,3,446, Jaipur ,Real Estate,Real Estate | Jaipur +11 other locations,109,3.4
Vendasta Technology (India) Private Limited,6,256, Chennai ,Software Product,Software Product | Chennai +4 other locations,109,4.2
Clove Technologies,4,508, Visakhapatnam ,IT Services & Consulting,IT Services & Consulting | Visakhapatnam +4 other locations,109,3.8
Sustainable Agro-commercial Finance,55,352, Mumbai ,NBFC,NBFC | Mumbai +35 other locations,109,2.7
T D S MANAGEMENT CONSULTANT,--,259, Sahibzada Ajit Singh Nagar ,Recruitment,Recruitment | Sahibzada Ajit Singh Nagar +43 other locations,109,3.7
Oman Pharmaceutical Products,1,357, Salalah ,Pharma,Pharma | Salalah +10 other locations,109,4.1
Asmoh Laboratories,2,241, Noida ,Pharma,Pharma | Noida +5 other locations,109,4.4
ORIX Leasing & Financial Services,1,441, New Delhi ,Financial Services,Financial Services | New Delhi +20 other locations,109,4.1
Xiaomi Service Center,--,163,N/A,N/A,Bengaluru +68 other locations,109,3.2
Patel Motors,--,499, Indore ,Auto Components,Auto Components | Indore +8 other locations,109,4.3
Eskag Sanjeevani,--,316, Kolkata ,Healthcare,Healthcare | Kolkata +22 other locations,109,3.8
Korcomptenz Consultancy,--,454, Chennai ,IT Services & Consulting,IT Services & Consulting | Chennai +2 other locations,109,3.3
Shemford Futuristic School,--,318, Gurugram ,Education & Training,Education & Training | Gurugram +41 other locations,109,4.2
Seagate,4,704, Pune ,Hardware & Networking,Hardware & Networking | Pune +5 other locations,109,3.6
Sustainable Agro-commercial Finance,55,352, Mumbai ,NBFC,NBFC | Mumbai +35 other locations,109,3.6
Blue Dart Aviation,--,298, Chennai ,Aviation,Aviation | Chennai +17 other locations,109,3.5
Nava Bharath Fertilizers,8,216, Hyderabad ,Agro Chemicals,Agro Chemicals | Hyderabad +36 other locations,109,4.1
Gmoney Pvt. Ltd.,--,364, Mumbai ,Internet,Internet | Mumbai +21 other locations,109,3.7
Mohan Impex,--,229,N/A,N/A,Kolkata +11 other locations,109,4.0
Swami Vivekanand Subharti University,1,295, Meerut ,Education & Training,Education & Training | Meerut +5 other locations,109,2.5
Vendasta Technology (India) Private Limited,6,256, Chennai ,Software Product,Software Product | Chennai +4 other locations,109,4.2
Lotus Interworks,--,252, Los Angeles ,Software Product,Software Product | Los Angeles +9 other locations,109,4.4
Bal Bharati Public School,19,359, New Delhi ,Education & Training,Education & Training | New Delhi +26 other locations,109,4.0
Public Works Department Rajasthan,--,512,N/A,N/A,Chennai +60 other locations,109,3.9
Suncity Projects,--,468, Gurugram ,Real Estate,Real Estate | Gurugram +11 other locations,109,3.7
Finar,--,462, Ahmedabad ,Chemicals,Chemicals | Ahmedabad +12 other locations,109,4.0
Kanakia Spaces,2,474, Mumbai ,Real Estate,Real Estate | Mumbai +2 other locations,109,3.9
The New Indian Express,2,529, Chennai ,Printing & Publishing,Printing & Publishing | Chennai +24 other locations,109,3.7
Dlecta Foods,1,385, Mumbai ,Food Processing,Food Processing | Mumbai +22 other locations,110,3.5
Tulip Infratech,--,429, Gurugram ,Real Estate,Real Estate | Gurugram +5 other locations,109,3.2
Microgen Hygiene,7,297, Mumbai ,Healthcare,Healthcare | Mumbai +17 other locations,109,3.5
Indorama Ventures Global Shared Services,1,367, Kolkata ,Chemicals,Chemicals | Kolkata +5 other locations,109,3.9
Synoptics Technologies,10,347, Mumbai ,IT Services & Consulting,IT Services & Consulting | Mumbai +19 other locations,109,4.4
Amrapali Group,--,281, Noida ,Real Estate,Real Estate | Noida +13 other locations,109,4.1
Xiaomi Service Center,--,163,N/A,N/A,Bengaluru +68 other locations,109,3.3
Patel Motors,--,499, Indore ,Auto Components,Auto Components | Indore +8 other locations,109,3.8
Matangi Industries,4,546, Ahmedabad ,Chemicals,Chemicals | Ahmedabad +6 other locations,109,3.3
EZ Works,2,123, Gurugram ,IT Services & Consulting,IT Services & Consulting | Gurugram +3 other locations,109,3.8
Accu Pack Engineering,3,473, Mumbai ,Engineering & Construction,Engineering & Construction | Mumbai +5 other locations,109,3.7
Kpn Farm Fresh,2,361, Chennai ,Internet,Internet | Chennai +8 other locations,109,4.1
Ray Business Technologies,7,582, Hyderabad ,IT Services & Consulting,IT Services & Consulting | Hyderabad +3 other locations,109,4.2
Swarna Pragati Housing Microfinance,--,259, Nagpur ,Financial Services,Financial Services | Nagpur +31 other locations,109,3.6
Tricolite Electrical Industries,2,460, New Delhi ,Electrical Equipment,Electrical Equipment | New Delhi +10 other locations,109,4.0
Mangalam Organics,3,597, Mumbai ,Agro Chemicals,Agro Chemicals | Mumbai +12 other locations,109,3.6
SS Construction,--,740, New Delhi ,Engineering & Construction,Engineering & Construction | New Delhi +30 other locations,109,3.7
Mastech Digital,4,596, Noida ,Recruitment,Recruitment | Noida +4 other locations,109,3.9
SFS Group,6,496,N/A,N/A,Pune +7 other locations,122,4.1
Lindstrom Services,--,452, Pune ,Fashion & Textile,Fashion & Textile | Pune +15 other locations,109,4.1
Institute of Liver & Biliary Sciences,--,414, New Delhi ,Education & Training,Education & Training | New Delhi +1 other locations,109,3.2
Mindseed,4,239, Mumbai ,Education & Training,Education & Training | Mumbai +11 other locations,109,3.9
Oxane Partners,4,1.2k, Gurugram ,Financial Services,Financial Services | Gurugram +2 other locations,109,4.1
Kuwait Integrated Petroleum Industries,--,477, Kuwait City ,Oil & Gas,Oil & Gas | Kuwait City +8 other locations,109,3.8
Institute of Liver & Biliary Sciences,--,414, New Delhi ,Education & Training,Education & Training | New Delhi +1 other locations,109,3.3
Emerald Haven Realty,6,571, Chennai ,Real Estate,Real Estate | Chennai +4 other locations,109,4.1
Numbertree LLP,13,227, New Delhi ,Accounting & Auditing,Accounting & Auditing | New Delhi +8 other locations,109,4.1
Sietz Technologies,--,477, Faridabad ,Auto Components,Auto Components | Faridabad +5 other locations,109,3.5
Radius Synergies International,--,413, Noida ,Industrial Automation,Industrial Automation | Noida +10 other locations,109,3.4
